"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.94","43.17","HAMILTON A","6153193","2021-06-28","2021","06","28","","30.7","","21.1","","25.9","","0.0","","7.9","","3.6","","0.0","","3.6","","","","22","","49",""
"-79.94","43.17","HAMILTON A","6153193","2021-06-29","2021","06","29","","32.1","","20.0","","26.1","","0.0","","8.1","","6.2","","0.0","","6.2","","","","30","","68",""
"-79.94","43.17","HAMILTON A","6153193","2021-06-30","2021","06","30","","26.7","","17.2","","22.0","","0.0","","4.0","","2.6","","0.0","","2.6","","","","28","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-01","2021","07","01","","26.0","","14.4","","20.2","","0.0","","2.2","","9.4","","0.0","","9.4","","","","3","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-02","2021","07","02","","23.6","","12.6","","18.1","","0.0","","0.1","","8.8","","0.0","","8.8","","","","2","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-03","2021","07","03","","24.9","","11.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","26","","31",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-04","2021","07","04","","23.4","","12.9","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-05","2021","07","05","","30.1","","15.8","","23.0","","0.0","","5.0","","2.2","","0.0","","2.2","","","","22","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-06","2021","07","06","","30.7","","20.1","","25.4","","0.0","","7.4","","0.0","","0.0","","0.0","","","","27","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-07","2021","07","07","","22.9","","15.5","","19.2","","0.0","","1.2","","5.8","","0.0","","5.8","","","","4","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-08","2021","07","08","","20.6","","14.9","","17.8","","0.2","","0.0","","20.4","","0.0","","20.4","","","","5","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-09","2021","07","09","","21.0","","15.3","","18.2","","0.0","","0.2","","0.4","","0.0","","0.4","","","","","","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-10","2021","07","10","","23.6","","15.3","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","","","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-11","2021","07","11","","18.8","","15.5","","17.2","","0.8","","0.0","","4.6","","0.0","","4.6","","","","6","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-12","2021","07","12","","22.2","","17.3","","19.8","","0.0","","1.8","","0.0","T","0.0","","0.0","T","","","6","","42",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-13","2021","07","13","","28.2","","17.4","","22.8","","0.0","","4.8","","1.6","","0.0","","1.6","","","","22","","54",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-14","2021","07","14","","28.5","","18.5","","23.5","","0.0","","5.5","","0.0","","0.0","","0.0","","","","","","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-15","2021","07","15","","28.4","","17.6","","23.0","","0.0","","5.0","","3.8","","0.0","","3.8","","","","22","","61",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-16","2021","07","16","","22.6","","16.7","","19.7","","0.0","","1.7","","0.3","","0.0","","0.3","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-17","2021","07","17","","19.0","","15.3","","17.2","","0.8","","0.0","","9.6","","0.0","","9.6","","","","5","","52",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-18","2021","07","18","","28.7","","14.0","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-19","2021","07","19","","28.9","","14.3","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-20","2021","07","20","","28.6","","17.0","","22.8","","0.0","","4.8","","0.8","","0.0","","0.8","","","","26","","41",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-21","2021","07","21","","24.2","","12.3","","18.3","","0.0","","0.3","","0.0","T","0.0","","0.0","T","","","2","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-22","2021","07","22","","25.4","","10.4","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-23","2021","07","23","","25.9","","12.6","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-24","2021","07","24","","23.3","","13.6","","18.5","","0.0","","0.5","","9.6","","0.0","","9.6","","","","19","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-25","2021","07","25","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","25","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-26","2021","07","26","","29.9","","14.7","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","27","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-27","2021","07","27","","25.7","","14.5","","20.1","","0.0","","2.1","","6.0","","0.0","","6.0","","","","32","","34",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-28","2021","07","28","","24.4","","15.6","","20.0","","0.0","","2.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-07-29","2021","07","29","","28.4","","15.2","","21.8","","0.0","","3.8","","15.8","","0.0","","15.8","","","","32","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-30","2021","07","30","","22.1","","10.2","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","35","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-07-31","2021","07","31","","22.3","","8.0","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-01","2021","08","01","","22.4","","13.0","","17.7","","0.3","","0.0","","3.8","","0.0","","3.8","","","","31","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-02","2021","08","02","","24.3","","11.5","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-03","2021","08","03","","25.9","","10.3","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-04","2021","08","04","","27.7","","11.7","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-05","2021","08","05","","28.5","","14.2","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-06","2021","08","06","","28.6","","14.2","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","22","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-07","2021","08","07","","28.7","","17.5","","23.1","","0.0","","5.1","","8.8","","0.0","","8.8","","","","22","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-08","2021","08","08","","27.5","","16.2","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-09","2021","08","09","","30.4","","20.8","","25.6","","0.0","","7.6","","0.0","","0.0","","0.0","","","","21","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-10","2021","08","10","","27.6","","22.2","","24.9","","0.0","","6.9","","0.0","T","0.0","","0.0","T","","","19","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-11","2021","08","11","","29.3","","20.3","","24.8","","0.0","","6.8","","4.2","","0.0","","4.2","","","","28","","47",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-12","2021","08","12","","28.3","","20.4","","24.4","","0.0","","6.4","","2.6","","0.0","","2.6","","","","25","","47",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-13","2021","08","13","","28.0","","18.4","","23.2","","0.0","","5.2","","17.5","","0.0","","17.5","","","","31","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-14","2021","08","14","","24.0","","12.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","31","","31",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-15","2021","08","15","","22.5","","10.1","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-16","2021","08","16","","23.0","","12.8","","17.9","","0.1","","0.0","","0.0","T","0.0","","0.0","T","","","4","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-17","2021","08","17","","26.6","","18.7","","22.7","","0.0","","4.7","","5.0","","0.0","","5.0","","","","25","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-18","2021","08","18","","26.1","","18.3","","22.2","","0.0","","4.2","","0.6","","0.0","","0.6","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-19","2021","08","19","","29.2","","17.3","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-20","2021","08","20","","29.2","","14.6","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-21","2021","08","21","","30.6","","18.8","","24.7","","0.0","","6.7","","0.2","","0.0","","0.2","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-22","2021","08","22","","30.6","","18.3","","24.5","","0.0","","6.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-23","2021","08","23","","30.5","","17.9","","24.2","","0.0","","6.2","","0.0","","0.0","","0.0","","","","26","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-24","2021","08","24","","30.4","","16.0","","23.2","","0.0","","5.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-08-25","2021","08","25","","27.6","","18.9","","23.3","","0.0","","5.3","","1.2","","0.0","","1.2","","","","23","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-26","2021","08","26","","31.2","","18.7","","25.0","","0.0","","7.0","","6.0","","0.0","","6.0","","","","7","","60",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-27","2021","08","27","","24.5","","18.5","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","","","4","","46",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-28","2021","08","28","","28.9","","18.0","","23.5","","0.0","","5.5","","0.0","","0.0","","0.0","","","","4","","34",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-29","2021","08","29","","31.3","","19.9","","25.6","","0.0","","7.6","","11.0","","0.0","","11.0","","","","23","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-30","2021","08","30","","27.7","","15.7","","21.7","","0.0","","3.7","","0.0","","0.0","","0.0","","","","27","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-08-31","2021","08","31","","25.4","","14.9","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","1","","31",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-01","2021","09","01","","22.1","","13.2","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","6","","47",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-02","2021","09","02","","22.4","","10.1","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","34","","35",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-03","2021","09","03","","22.1","","9.8","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-04","2021","09","04","","25.0","","11.5","","18.3","","0.0","","0.3","","3.2","","0.0","","3.2","","","","18","","31",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-05","2021","09","05","","24.9","","13.7","","19.3","","0.0","","1.3","","3.0","","0.0","","3.0","","","","28","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-06","2021","09","06","","23.0","","10.8","","16.9","","1.1","","0.0","","0.0","T","0.0","","0.0","T","","","27","","42",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-07","2021","09","07","","26.4","","9.8","","18.1","","0.0","","0.1","","46.4","","0.0","","46.4","","","","16","","61",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-08","2021","09","08","","25.5","","12.8","","19.2","","0.0","","1.2","","19.2","","0.0","","19.2","","","","22","","42",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-09","2021","09","09","","20.2","","10.8","","15.5","","2.5","","0.0","","6.0","","0.0","","6.0","","","","25","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-10","2021","09","10","","22.5","","8.6","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-11","2021","09","11","","25.0","","10.8","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","22","","58",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-12","2021","09","12","","23.8","","16.0","","19.9","","0.0","","1.9","","15.0","","0.0","","15.0","","","","32","","38",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-13","2021","09","13","","22.0","","11.2","","16.6","","1.4","","0.0","","26.2","","0.0","","26.2","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-14","2021","09","14","","27.5","","14.6","","21.1","","0.0","","3.1","","6.4","","0.0","","6.4","","","","21","","52",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-15","2021","09","15","","22.0","","13.3","","17.7","","0.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-16","2021","09","16","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","4","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-17","2021","09","17","","27.1","","13.3","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-18","2021","09","18","","24.9","","9.9","","17.4","","0.6","","0.0","","0.6","","0.0","","0.6","","","","1","","38",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-19","2021","09","19","","21.7","","9.3","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","5","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-20","2021","09","20","","22.5","","10.3","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","18","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-21","2021","09","21","","","M","","M","","M","","M","","M","3.2","","0.0","","3.2","","","","19","","61",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-22","2021","09","22","","19.9","","12.5","","16.2","","1.8","","0.0","","46.2","","0.0","","46.2","","","","3","","50",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-23","2021","09","23","","17.2","","11.5","","14.4","","3.6","","0.0","","6.0","","0.0","","6.0","","","","18","","48",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-24","2021","09","24","","19.1","","9.9","","14.5","","3.5","","0.0","","0.0","T","0.0","","0.0","T","","","25","","52",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-25","2021","09","25","","19.9","","7.9","","13.9","","4.1","","0.0","","1.6","","0.0","","1.6","","","","21","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-26","2021","09","26","","19.5","","6.1","","12.8","","5.2","","0.0","","0.0","T","0.0","","0.0","T","","","24","","42",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-27","2021","09","27","","23.9","","13.9","","18.9","","0.0","","0.9","","0.8","","0.0","","0.8","","","","22","","50",""
"-79.94","43.17","HAMILTON A","6153193","2021-09-28","2021","09","28","","17.9","","8.4","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-29","2021","09","29","","20.6","","6.2","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-09-30","2021","09","30","","16.5","","4.8","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-01","2021","10","01","","20.9","","6.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-02","2021","10","02","","25.3","","9.8","","17.6","","0.4","","0.0","","0.6","","0.0","","0.6","","","","21","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-03","2021","10","03","","20.8","","16.2","","18.5","","0.0","","0.5","","15.6","","0.0","","15.6","","","","4","","43",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-04","2021","10","04","","16.2","","14.2","","15.2","","2.8","","0.0","","7.2","","0.0","","7.2","","","","4","","41",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-05","2021","10","05","","16.4","","13.3","","14.9","","3.1","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-06","2021","10","06","","18.6","","12.9","","15.8","","2.2","","0.0","","0.0","T","0.0","","0.0","T","","","5","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-07","2021","10","07","","18.6","","15.8","","17.2","","0.8","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-08","2021","10","08","","18.3","","16.1","","17.2","","0.8","","0.0","","0.3","","0.0","","0.3","","","","4","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-09","2021","10","09","","20.5","","16.3","","18.4","","0.0","","0.4","","21.2","","0.0","","21.2","","","","15","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-10","2021","10","10","","21.7","","15.5","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","17","","35",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-11","2021","10","11","","24.4","","15.9","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","19","","35",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-12","2021","10","12","","23.4","","14.6","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","17","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-13","2021","10","13","","21.6","","11.9","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-14","2021","10","14","","23.6","","11.8","","17.7","","0.3","","0.0","","3.4","","0.0","","3.4","","","","23","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-15","2021","10","15","","18.7","","14.4","","16.6","","1.4","","0.0","","24.7","","0.0","","24.7","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-16","2021","10","16","","14.9","","7.7","","11.3","","6.7","","0.0","","2.2","","0.0","","2.2","","","","26","","54",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-17","2021","10","17","","13.8","","7.1","","10.5","","7.5","","0.0","","0.0","T","0.0","","0.0","T","","","31","","51",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-18","2021","10","18","","13.9","","3.0","","8.5","","9.5","","0.0","","0.0","T","0.0","","0.0","T","","","33","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-19","2021","10","19","","20.7","","1.9","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","26","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-20","2021","10","20","","18.3","","8.9","","13.6","","4.4","","0.0","","0.2","","0.0","","0.2","","","","22","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-21","2021","10","21","","16.3","","9.2","","12.8","","5.2","","0.0","","10.4","","0.0","","10.4","","","","19","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-22","2021","10","22","","9.7","","3.3","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","30","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-23","2021","10","23","","9.6","","1.1","","5.4","","12.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-24","2021","10","24","","12.0","","-0.5","","5.8","","12.2","","0.0","","6.7","","0.0","","6.7","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-25","2021","10","25","","10.2","","4.4","","7.3","","10.7","","0.0","","24.2","","0.0","","24.2","","","","4","","71",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-26","2021","10","26","","7.5","","4.4","","6.0","","12.0","","0.0","","9.6","","0.0","","9.6","","","","1","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-27","2021","10","27","","14.8","","5.6","","10.2","","7.8","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-10-28","2021","10","28","","10.7","","3.6","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","5","","59",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-29","2021","10","29","","12.9","","7.5","","10.2","","7.8","","0.0","","25.0","","0.0","","25.0","","","","5","","57",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-30","2021","10","30","","9.7","","7.0","","8.4","","9.6","","0.0","","3.7","","0.0","","3.7","","","","6","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-10-31","2021","10","31","","15.0","","5.8","","10.4","","7.6","","0.0","","0.2","","0.0","","0.2","","","","30","","59",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-01","2021","11","01","","9.5","","1.9","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","26","","58",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-02","2021","11","02","","7.5","","0.6","","4.1","","13.9","","0.0","","0.0","","0.0","T","0.0","T","","","24","","46",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-03","2021","11","03","","6.6","","-1.2","","2.7","","15.3","","0.0","","0.4","","0.0","","0.4","","","","29","","34",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-04","2021","11","04","","5.2","","-2.3","","1.5","","16.5","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-05","2021","11","05","","9.2","","-4.0","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-06","2021","11","06","","10.8","","-1.5","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","23","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-07","2021","11","07","","15.8","","0.4","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","","","22","","41",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-08","2021","11","08","","18.4","","1.3","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","23","","47",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-09","2021","11","09","","","M","","M","","M","","M","","M","2.6","","0.0","","2.6","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-10","2021","11","10","","12.6","","-1.2","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-11","2021","11","11","","13.9","","2.1","","8.0","","10.0","","0.0","","0.6","","0.0","","0.6","","","","6","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-12","2021","11","12","","","M","","M","","M","","M","","M","3.8","","0.0","","3.8","","","","24","","55",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-13","2021","11","13","","7.1","","1.4","","4.3","","13.7","","0.0","","2.6","","0.0","T","2.6","","","","24","","49",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-14","2021","11","14","","3.4","","0.1","","1.8","","16.2","","0.0","","6.2","","0.2","","6.4","","","","26","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-15","2021","11","15","","4.6","","0.1","","2.4","","15.6","","0.0","","0.0","","3.2","","4.0","","","","26","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-16","2021","11","16","","5.9","","-1.2","","2.4","","15.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-17","2021","11","17","","16.8","","0.4","","8.6","","9.4","","0.0","","1.0","","0.0","","1.0","","","","22","","63",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-18","2021","11","18","","14.0","","0.2","","7.1","","10.9","","0.0","","1.0","","0.0","T","1.0","","","","28","","49",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-19","2021","11","19","","5.0","","-1.2","","1.9","","16.1","","0.0","","0.0","","0.0","T","0.0","T","","","25","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-20","2021","11","20","","6.0","","-1.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","","","22","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-21","2021","11","21","","7.8","","-1.1","","3.4","","14.6","","0.0","","3.7","","0.0","","3.7","","","","27","","66",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-22","2021","11","22","","3.4","","-4.5","","-0.6","","18.6","","0.0","","0.0","T","0.0","","0.0","T","","","28","","53",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-23","2021","11","23","","3.4","","-5.2","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-24","2021","11","24","","7.4","","-5.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","22","","44",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-25","2021","11","25","","","M","","M","","M","","M","","M","8.2","","0.0","","8.2","","","","30","","36",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-26","2021","11","26","","2.6","","-2.8","","-0.1","","18.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","","58",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-27","2021","11","27","","1.2","","-3.1","","-1.0","","19.0","","0.0","","0.0","","2.0","","1.6","","1","E","27","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-11-28","2021","11","28","","-0.4","","-3.0","","-1.7","","19.7","","0.0","","0.0","","3.5","","3.5","","1","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-29","2021","11","29","","-0.2","","-7.6","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-11-30","2021","11","30","","2.2","","-3.3","","-0.6","","18.6","","0.0","","0.0","","2.0","","2.0","","3","","24","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-01","2021","12","01","","5.0","","-1.2","","1.9","","16.1","","0.0","","0.0","T","0.0","","0.0","T","0","T","19","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-02","2021","12","02","","9.6","","1.2","","5.4","","12.6","","0.0","","0.4","","0.0","T","0.4","","","","29","","63",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-03","2021","12","03","","1.9","","-1.3","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
